Week,Store,Contact id,first_name,Manager,Operations,Site,QA login,Contact Reason,Medium,Handle Team,Annotations,Policy Adherence,impact,opportunity
2,COM,900896762-6,Prinz,Lexi,Stormie,Pune,Apoorv,RR,E,Ours,Valid,Adhered,,
3,COM,217039534-2,Billie,Rosetta,Rozalie,Pune,Apoorv,IM,E,Ours,Invalid,Deviated,IMPACT4,690 Hazelcrest Point
2,COM,792124089-5,Stephani,Kamila,Stormie,Pune,Himabindu,MDR,E,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
5,COM,730626091-X,Bryanty,Osbourne,Alastair,Sydney,Shiva,IM,C,Ours,Valid,Adhered,,
2,COM,291536332-3,Windy,Carmita,Philbert,Sydney,Shiva,MDR,C,Ours,Invalid,Deviated,IMPACT2,923 Hazelcrest Avenue
2,COM,248042240-2,Albie,Candra,Eugenia,London,Sandeep,MDR,V,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
4,COM,784878573-4,Vincent,Carmita,Philbert,Sydney,Ruturaj,DNR,V,Ours,Valid,Adhered,,
2,CA,697851026-2,Carlos,Clemente,Axe,London,Saugata,MDR,V,Ours,Valid,Adhered,,
2,COM,213848047-X,Portia,Winnie,Sandye,Pune,Divya,DNR,E,Ours,Valid,Adhered,,
1,CA,065262882-6,Pansie,Nicolea,Lorenza,New York,Himabindu,DNR,E,Ours,Invalid,Deviated,IMPACT3,497 Badeau Avenue
5,COM,793040394-7,Bobbye,Mathias,Berthe,Pune,Apoorv,IM,V,Ours,Invalid,Deviated,IMPACT3,477 Moose Way
2,COM,084208973-X,Frankie,Valma,Betsey,Sydney,Himabindu,WMS,V,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
3,COM,125470751-4,Alessandra,Codee,Martguerita,New York,Shiva,NC,V,Ours,Invalid,Deviated,IMPACT4,37188 Karstens Pass
1,CA,213029206-2,Urbano,Dicky,Eugenia,New York,Sandeep,RR,V,Ours,Valid,Adhered,,
3,COM,676959195-2,Raffarty,Caryl,Filippo,New York,Sandeep,NC,V,Ours,Invalid,Deviated,IMPACT1,38 Debra Avenue
1,COM,924577590-9,Tam,Durant,Malinda,London,Divya,MDR,V,Ours,Invalid,Deviated,IMPACT4,1972 Scott Pass
1,CA,311913041-9,Errick,Agathe,Sonja,Pune,Apoorv,MDR,V,Others,Invalid,Deviated,IMPACT2,923 Hazelcrest Avenue
3,COM,688063306-4,Aristotle,Damiano,Alejandrina,Sydney,Shiva,DNR,E,Ours,Invalid,Deviated,IMPACT4,704 Hooker Plaza
5,COM,711418976-1,Giovanni,Antonin,Martguerita,Pune,Shiva,IM,E,Ours,Valid,Adhered,,
1,COM,060768815-7,Berrie,Antone,Philbert,Pune,Ruturaj,RR,C,Ours,Invalid,Deviated,IMPACT4,1025 Summer Ridge Terrace
2,COM,763094659-7,Nedi,Jemmy,Tatiana,Sydney,Saugata,DNR,C,Ours,Valid,Adhered,,
3,COM,941810838-0,Rabi,Sterne,Theodosia,New York,Priyanka,RR,V,Ours,Invalid,Deviated,IMPACT5,38944 Carey Way
3,COM,552046142-2,Terrill,Malcolm,Eugenia,New York,Nagaraju,PM,V,Ours,Valid,Adhered,,
1,COM,769135087-2,Jaime,Sanson,Suzanna,Pune,Ruturaj,IM,V,Ours,Valid,Adhered,,
3,COM,994587027-0,Caressa,Jemmy,Tatiana,Sydney,Suruchi,MDR,C,Ours,Valid,Adhered,,
3,COM,489506848-X,Tammara,Normand,Axe,Pune,Himabindu,RR,E,Others,Valid,Adhered,,
3,COM,784185811-6,Niels,Beryle,Lorenza,New York,Himabindu,MDR,E,Ours,Invalid,Deviated,IMPACT3,4 Crownhardt Trail
1,COM,694333922-2,Shir,Meghan,Rip,Pune,Sandeep,MDR,C,Ours,Invalid,Deviated,IMPACT4,1 Hintze Hill
5,COM,053581586-7,Elliot,Rosetta,Rozalie,Pune,Apoorv,WMS,C,Ours,Valid,Adhered,,
2,COM,330842853-9,Frannie,Caryl,Filippo,New York,Nagaraju,MDR,E,Others,Invalid,Deviated,IMPACT5,359 Grover Street
2,COM,675100519-9,Maximilianus,Brietta,Sonja,London,Divya,PM,V,Ours,Valid,Adhered,,
2,COM,152112864-2,Loretta,Dew,Darnell,New York,Nagaraju,RR,E,Ours,Invalid,Deviated,IMPACT3,3 American Trail
3,COM,710921631-4,Greta,Rosetta,Rozalie,Pune,Saugata,RR,E,Ours,Invalid,Deviated,IMPACT2,1 Hintze Hill
4,COM,123832572-6,Gabrielle,Caryl,Filippo,New York,Ruturaj,PM,E,Ours,Invalid,Deviated,IMPACT4,605 Knutson Lane
3,COM,928414449-3,Inger,Kamila,Stormie,Pune,Apoorv,RR,C,Ours,Valid,Adhered,,
1,COM,267463994-6,Camala,Harmonia,Alejandrina,Pune,Priyanka,WMS,C,Others,Invalid,Deviated,IMPACT3,4054 Spenser Lane
4,COM,040587497-9,Agatha,Garrik,Ardelia,Pune,Sandeep,RR,C,Ours,Valid,Adhered,,
4,COM,916835130-5,Babs,Ara,Carlina,New York,Saugata,IM,C,Ours,Invalid,Deviated,IMPACT5,4736 1st Parkway
2,COM,288505206-6,Kelby,Harrison,Liz,London,Apoorv,DNR,C,Ours,Valid,Adhered,,
2,COM,034172793-8,Giffy,Marja,Theodosia,Pune,Sandeep,NC,C,Ours,Valid,Adhered,,
5,COM,558946363-7,Peadar,Clemente,Axe,London,Himabindu,MDR,V,Others,Valid,Adhered,,
5,COM,075832594-0,Shalom,Augusta,Betsey,Sydney,Suruchi,RR,V,Others,Invalid,Deviated,IMPACT2,690 Hazelcrest Point
3,COM,933599281-X,Colet,Winnie,Sandye,Pune,Himabindu,MDR,E,Ours,Invalid,Deviated,IMPACT5,923 Hazelcrest Avenue
3,COM,137779479-2,Chloette,Alvin,Rip,New York,Priyanka,DNR,V,Others,Invalid,Deviated,IMPACT5,4 Northland Park
4,COM,161081846-6,Cahra,Antone,Philbert,Pune,Priyanka,IM,E,Others,Invalid,Deviated,IMPACT1,4590 Maryland Place
5,COM,395880430-6,Evyn,Gardiner,Stormie,Pune,Himabindu,PM,E,Ours,Invalid,Deviated,IMPACT3,8810 Londonderry Pass
3,COM,119516699-0,Minetta,Dicky,Eugenia,New York,Shiva,IM,E,Ours,Valid,Adhered,,
3,COM,144500960-9,Benyamin,Ryon,Tawnya,Sydney,Nagaraju,RR,V,Ours,Valid,Adhered,,
1,COM,407246395-7,Flor,Teriann,Rip,Pune,Ruturaj,NC,C,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
3,COM,733652133-9,Derry,Damiano,Alejandrina,Sydney,Ruturaj,IM,V,Ours,Valid,Adhered,,
1,COM,602322311-7,Cosette,Edwin,Philbert,New York,Sandeep,MDR,C,Others,Valid,Adhered,,
3,COM,808513822-0,Francis,Meghan,Rip,Pune,Priyanka,PM,C,Ours,Invalid,Deviated,IMPACT3,3 American Trail
1,COM,613747491-7,Magnum,Marja,Theodosia,Pune,Ruturaj,RR,C,Ours,Invalid,Deviated,IMPACT3,4736 1st Parkway
2,COM,319177207-3,Dodi,Clemente,Axe,London,Himabindu,IM,E,Ours,Valid,Adhered,,
3,COM,538577898-2,Ray,Fancy,Lutero,Pune,Apoorv,WMS,E,Ours,Invalid,Deviated,IMPACT5,00 Mayfield Lane
2,COM,641433215-1,Dannie,Edwin,Philbert,New York,Shiva,MDR,E,Ours,Valid,Adhered,,
1,COM,150731938-X,Kort,Jeramey,Filippo,New York,Nagaraju,MDR,E,Ours,Invalid,Deviated,IMPACT4,408 Sage Crossing
2,COM,101498957-4,Cordie,Edwin,Philbert,New York,Ruturaj,RR,V,Others,Invalid,Deviated,IMPACT2,1972 Scott Pass
4,CA,409249689-3,Marlie,Janith,Alec,Pune,Saugata,RR,V,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
2,COM,976105873-5,Imelda,Henrieta,Berthe,Pune,Suruchi,MDR,V,Ours,Valid,Adhered,,
2,COM,069577237-6,Zorine,Clemente,Axe,London,Apoorv,IM,V,Ours,Invalid,Deviated,IMPACT1,77977 Pepper Wood Avenue
5,COM,185798664-4,Bibbye,Shayne,Alec,London,Apoorv,IM,C,Others,Invalid,Deviated,IMPACT3,1 Hintze Hill
3,CA,807953536-1,Mace,Dew,Darnell,New York,Sandeep,RR,C,Ours,Invalid,Deviated,IMPACT2,8 Tony Road
1,COM,631243807-4,Antoine,Brietta,Sonja,London,Suruchi,PM,C,Ours,Invalid,Deviated,IMPACT2,8 Blaine Center
4,COM,592888284-X,Emmalee,Harv,Stormie,Sydney,Himabindu,DNR,V,Ours,Valid,Adhered,,
1,COM,623547548-9,Ellerey,Corrie,Martguerita,New York,Priyanka,RR,C,Ours,Valid,Adhered,,
4,COM,373849723-4,Jeni,Lexi,Stormie,Pune,Apoorv,IM,V,Ours,Invalid,Deviated,IMPACT1,3 American Trail
1,COM,389854040-5,Clotilda,Brodie,Janna,Pune,Ruturaj,DNR,E,Ours,Invalid,Deviated,IMPACT4,1972 Scott Pass
2,COM,520251482-4,Aldric,Nicolea,Lorenza,New York,Saugata,NC,V,Ours,Valid,Adhered,,
4,COM,543338704-6,Con,Meghan,Rip,Pune,Shiva,IM,C,Ours,Invalid,Deviated,IMPACT2,6434 Mayer Way
4,COM,027898459-2,Tabby,Harrison,Liz,London,Divya,IM,E,Ours,Invalid,Deviated,IMPACT4,1 Hintze Hill
4,COM,469092952-1,Madelena,Ole,Lorenza,New York,Himabindu,RR,C,Ours,Valid,Adhered,,
3,COM,232162925-8,Graig,Candra,Eugenia,London,Sandeep,WMS,E,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
3,COM,404705591-3,Fernande,Edwin,Philbert,New York,Priyanka,MDR,C,Ours,Invalid,Deviated,IMPACT5,14 Merry Road
2,COM,318192634-5,Gwenora,Ives,Philbert,Pune,Priyanka,NC,E,Ours,Valid,Adhered,,
5,COM,184366874-2,Andre,Teriann,Rip,Pune,Nagaraju,RR,V,Ours,Invalid,Deviated,IMPACT3,405 Hanson Hill
3,COM,940946038-7,Hyacinthe,Agathe,Sonja,Pune,Divya,WMS,E,Ours,Invalid,Deviated,IMPACT2,76 Monterey Terrace
1,COM,360523696-0,Tove,Harv,Stormie,Sydney,Divya,MDR,V,Ours,Valid,Adhered,,
1,COM,795002186-1,Zoe,Jeramey,Filippo,New York,Ruturaj,DNR,C,Ours,Valid,Adhered,,
2,COM,246457806-1,Bailie,Codee,Martguerita,New York,Nagaraju,RR,C,Ours,Invalid,Deviated,IMPACT3,797 Acker Point
5,COM,963396144-0,Kimberli,Dicky,Eugenia,New York,Priyanka,DNR,E,Ours,Invalid,Deviated,IMPACT2,875 Declaration Avenue
4,COM,208085698-7,Valma,Kirby,Alec,Sydney,Apoorv,RR,V,Ours,Valid,Adhered,,
2,COM,364313231-X,Ingar,Ara,Carlina,New York,Apoorv,NC,V,Others,Valid,Adhered,,
2,COM,612784782-6,Martelle,Henrieta,Berthe,Pune,Divya,MDR,E,Ours,Valid,Adhered,,
3,COM,287996825-9,Nelle,Beryle,Lorenza,New York,Saugata,WMS,V,Ours,Valid,Adhered,,
3,COM,103235868-8,Corbin,Teriann,Rip,Pune,Ruturaj,RR,C,Ours,Invalid,Deviated,IMPACT3,659 Graceland Trail
2,COM,445843150-1,Goldia,Valma,Betsey,Sydney,Himabindu,NC,C,Ours,Valid,Adhered,,
4,COM,652716018-6,Fidel,Garrik,Ardelia,Pune,Nagaraju,WMS,E,Ours,Invalid,Deviated,IMPACT2,7 Derek Street
2,COM,995039721-9,Talia,Clemente,Axe,London,Suruchi,NC,E,Ours,Valid,Adhered,,
3,COM,900362689-8,Daniele,Beryle,Lorenza,New York,Divya,IM,C,Others,Valid,Adhered,,
4,COM,802546259-5,Tymon,Shayne,Alec,London,Himabindu,MDR,C,Ours,Valid,Adhered,,
2,COM,032790297-3,Jacquetta,Dew,Darnell,New York,Priyanka,MDR,E,Ours,Invalid,Deviated,IMPACT3,39 Everett Road
1,COM,955104711-7,Isador,Ame,Rozalie,Pune,Apoorv,RR,C,Ours,Invalid,Deviated,IMPACT2,00 Mayfield Lane
3,COM,411916135-8,Courtney,Tuckie,Phil,Pune,Saugata,RR,C,Ours,Valid,Adhered,,
1,COM,128016938-9,Dareen,Tony,Stormie,Pune,Divya,WMS,E,Ours,Valid,Adhered,,
2,COM,872577752-1,Victoria,Clemente,Axe,London,Divya,WMS,V,Others,Invalid,Deviated,IMPACT3,1972 Scott Pass
3,COM,439026996-8,Gerik,Lexi,Stormie,Pune,Divya,PM,V,Ours,Valid,Adhered,,
1,COM,006923739-5,Devlen,Kirby,Alec,Sydney,Suruchi,NC,C,Ours,Invalid,Deviated,IMPACT5,10928 Dwight Avenue
2,COM,578603393-7,Chris,Garrik,Ardelia,Pune,Nagaraju,MDR,C,Ours,Valid,Adhered,,
3,COM,992849297-2,Milly,Tuckie,Phil,Pune,Himabindu,PM,E,Ours,Invalid,Deviated,IMPACT5,1972 Scott Pass
1,COM,671589488-4,Gena,Beryle,Lorenza,New York,Saugata,IM,E,Ours,Invalid,Deviated,IMPACT1,6 Tomscot Pass
3,CA,907332214-6,Ardra,Dew,Darnell,New York,Sandeep,MDR,E,Ours,Valid,Adhered,,
1,COM,192800120-3,Stella,Janith,Alec,Pune,Suruchi,PM,E,Ours,Valid,Adhered,,
2,COM,865544436-7,Filia,Kamila,Stormie,Pune,Himabindu,WMS,V,Ours,Valid,Adhered,,
4,COM,052438453-3,Cate,Winnie,Sandye,Pune,Himabindu,WMS,V,Ours,Invalid,Deviated,IMPACT4,177 American Ash Terrace
5,COM,485027476-5,Myrvyn,Beryle,Lorenza,New York,Saugata,DNR,V,Ours,Invalid,Deviated,IMPACT4,51897 Fair Oaks Park
1,CA,610037679-2,Cordula,Chas,Filippo,New York,Ruturaj,PM,C,Ours,Invalid,Deviated,IMPACT4,3 American Trail
5,COM,697386699-9,Kathye,Beryle,Lorenza,New York,Divya,RR,V,Ours,Invalid,Deviated,IMPACT4,923 Hazelcrest Avenue
2,COM,652642809-6,Loleta,Gardiner,Stormie,Pune,Apoorv,WMS,C,Ours,Invalid,Deviated,IMPACT1,1972 Scott Pass
3,COM,826255273-3,Nissa,Winnie,Sandye,Pune,Himabindu,IM,V,Ours,Valid,Adhered,,
2,COM,026159211-4,Krystalle,Carmita,Philbert,Sydney,Shiva,MDR,V,Ours,Valid,Adhered,,
2,COM,655312055-2,Drew,Ame,Rozalie,Pune,Suruchi,MDR,V,Ours,Valid,Adhered,,
3,COM,047187387-X,Ikey,Brodie,Janna,Pune,Nagaraju,RR,V,Ours,Valid,Adhered,,
3,CA,605650086-1,Lianne,Harmonia,Alejandrina,Pune,Ruturaj,RR,C,Ours,Valid,Adhered,,
4,COM,564275985-X,Lucina,Malcolm,Eugenia,New York,Nagaraju,RR,E,Others,Valid,Adhered,,
1,COM,862968997-8,Carla,Brittne,Nevile,Pune,Priyanka,IM,E,Ours,Invalid,Deviated,IMPACT4,00 Mayfield Lane
3,COM,689757928-9,Claus,Mathias,Berthe,Pune,Suruchi,NC,C,Others,Invalid,Deviated,IMPACT3,3 American Trail
1,COM,594166232-7,Maribel,Maddie,Ardelia,Pune,Ruturaj,RR,V,Ours,Invalid,Deviated,IMPACT5,30260 Tony Pass
2,COM,973209185-1,Siegfried,Valma,Betsey,Sydney,Suruchi,DNR,C,Ours,Invalid,Deviated,IMPACT3,1 Hintze Hill
4,COM,226647278-X,Ophelie,Dew,Darnell,New York,Shiva,DNR,V,Ours,Invalid,Deviated,IMPACT2,514 Bashford Way
4,COM,764316811-3,Giuseppe,Teriann,Rip,Pune,Ruturaj,RR,C,Ours,Valid,Adhered,,
3,COM,241197697-6,Christoforo,Malcolm,Eugenia,New York,Sandeep,PM,V,Ours,Invalid,Deviated,IMPACT1,44 Graedel Plaza
1,COM,779490237-1,Drusie,Raynard,Tatiana,Pune,Apoorv,IM,V,Ours,Invalid,Deviated,IMPACT4,4736 1st Parkway
3,COM,257529621-8,Conn,Caryl,Filippo,New York,Nagaraju,DNR,V,Ours,Valid,Adhered,,
2,COM,217214809-1,Arlie,Lexi,Stormie,Pune,Saugata,IM,V,Ours,Invalid,Deviated,IMPACT1,7520 Jenifer Terrace
4,COM,533231532-5,Cherianne,Candra,Eugenia,London,Shiva,RR,E,Ours,Valid,Adhered,,
3,COM,396201398-9,Aurlie,Mathias,Berthe,Pune,Divya,NC,E,Ours,Invalid,Deviated,IMPACT1,2489 Huxley Place
3,COM,111699609-X,Dorene,Tuckie,Phil,Pune,Saugata,DNR,C,Ours,Valid,Adhered,,
2,COM,216244990-0,Lodovico,Caryl,Filippo,New York,Priyanka,PM,E,Ours,Valid,Adhered,,
3,COM,070352247-7,Lyndsay,Shantee,Sonja,Pune,Saugata,DNR,V,Others,Valid,Adhered,,
2,COM,622122726-7,Jere,Lexi,Stormie,Pune,Divya,DNR,C,Others,Invalid,Deviated,IMPACT1,51518 Eastwood Trail
2,CA,760610879-X,Banky,Zaneta,Philbert,Pune,Priyanka,MDR,E,Ours,Invalid,Deviated,IMPACT3,704 Hooker Plaza
1,CA,789234992-8,Angele,Meghan,Rip,Pune,Sandeep,RR,V,Ours,Valid,Adhered,,
2,COM,619209799-2,Grantley,Harmonia,Alejandrina,Pune,Sandeep,RR,V,Ours,Invalid,Deviated,IMPACT5,4 Pepper Wood Street
1,COM,864161928-3,Emmet,Dicky,Eugenia,New York,Sandeep,DNR,V,Ours,Valid,Adhered,,
1,COM,587094112-1,Bobbe,Kamila,Stormie,Pune,Saugata,PM,C,Ours,Valid,Adhered,,
1,COM,800811709-5,Essa,Janith,Alec,Pune,Suruchi,PM,V,Ours,Valid,Adhered,,
2,COM,505827757-3,Kelly,Ives,Philbert,Pune,Nagaraju,DNR,V,Ours,Valid,Adhered,,
5,COM,387478836-9,Blithe,Mathias,Berthe,Pune,Divya,PM,V,Ours,Invalid,Deviated,IMPACT1,5 Rusk Place
2,COM,447279928-6,Aron,Ame,Rozalie,Pune,Saugata,WMS,V,Ours,Valid,Adhered,,
1,COM,163662174-0,Karylin,Devinne,Theodosia,Pune,Shiva,PM,E,Ours,Invalid,Deviated,IMPACT5,923 Hazelcrest Avenue
3,COM,654591082-5,Quincy,Ame,Rozalie,Pune,Suruchi,DNR,V,Ours,Invalid,Deviated,IMPACT4,1972 Scott Pass
5,COM,203060808-4,Jacklyn,Candra,Eugenia,London,Ruturaj,DNR,V,Ours,Invalid,Deviated,IMPACT4,5416 Maywood Parkway
2,COM,555369538-4,Fonz,Kirby,Alec,Sydney,Divya,MDR,C,Ours,Invalid,Deviated,IMPACT1,923 Hazelcrest Avenue
4,COM,201872343-X,Nada,Ole,Lorenza,New York,Apoorv,IM,V,Ours,Invalid,Deviated,IMPACT2,1972 Scott Pass
1,COM,502294201-1,Kylie,Marja,Theodosia,Pune,Shiva,IM,V,Ours,Invalid,Deviated,IMPACT5,814 Toban Place
4,COM,537697804-4,Eloise,Rosetta,Rozalie,Pune,Suruchi,PM,E,Ours,Valid,Adhered,,
1,COM,890782366-9,Christabel,Ara,Carlina,New York,Apoorv,RR,E,Ours,Invalid,Deviated,IMPACT1,3 American Trail
4,COM,682597622-2,Tremain,Augusta,Betsey,Sydney,Apoorv,NC,C,Ours,Invalid,Deviated,IMPACT1,38 Maple Wood Circle
1,COM,425449641-9,Jan,Ole,Lorenza,New York,Himabindu,DNR,C,Ours,Valid,Adhered,,
5,COM,365403365-2,Kayley,Tuckie,Phil,Pune,Himabindu,PM,E,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
2,COM,902962572-4,Bertie,Ives,Philbert,Pune,Nagaraju,NC,C,Ours,Invalid,Deviated,IMPACT3,86 Summer Ridge Terrace
4,COM,788802150-6,Tam,Gardiner,Stormie,Pune,Suruchi,DNR,C,Ours,Invalid,Deviated,IMPACT2,00 Mayfield Lane
4,CA,985033340-5,Ludvig,Corrie,Martguerita,New York,Shiva,WMS,C,Ours,Invalid,Deviated,IMPACT4,3 American Trail
4,CA,579693371-X,Jean,Codee,Martguerita,New York,Sandeep,RR,V,Ours,Invalid,Deviated,IMPACT1,00 Mayfield Lane
3,COM,144196942-X,Alix,Janith,Alec,Pune,Himabindu,IM,C,Ours,Invalid,Deviated,IMPACT3,00 Mayfield Lane
2,COM,555809055-3,Temple,Candra,Eugenia,London,Priyanka,PM,C,Ours,Valid,Adhered,,
2,COM,361958030-8,Norbert,Meghan,Rip,Pune,Sandeep,MDR,V,Ours,Invalid,Deviated,IMPACT3,4 Lakewood Gardens Junction
4,COM,183598896-2,Nissy,Damiano,Alejandrina,Sydney,Sandeep,WMS,C,Ours,Valid,Adhered,,
5,COM,466096908-8,Winni,Nicolea,Lorenza,New York,Suruchi,IM,C,Ours,Invalid,Deviated,IMPACT3,21758 Sycamore Center
4,COM,971185947-5,Cherry,Clemente,Axe,London,Himabindu,RR,C,Ours,Valid,Adhered,,
4,COM,337030704-9,Cassie,Carmita,Philbert,Sydney,Sandeep,NC,V,Ours,Invalid,Deviated,IMPACT4,579 Farmco Hill
1,COM,363735340-7,Reinold,Marja,Theodosia,Pune,Shiva,MDR,C,Ours,Valid,Adhered,,
2,COM,977683633-X,Amber,Garrik,Ardelia,Pune,Nagaraju,NC,C,Ours,Invalid,Deviated,IMPACT1,00 Mayfield Lane
2,COM,225999802-X,Giralda,Durant,Malinda,London,Himabindu,WMS,C,Ours,Invalid,Deviated,IMPACT4,1972 Scott Pass
5,COM,812033722-0,Tim,Janith,Alec,Pune,Himabindu,DNR,E,Ours,Invalid,Deviated,IMPACT5,3 American Trail
4,COM,574544531-9,Consolata,Antonin,Martguerita,Pune,Priyanka,NC,V,Ours,Valid,Adhered,,
1,COM,652126589-X,Aida,Kirby,Alec,Sydney,Suruchi,DNR,C,Others,Valid,Adhered,,
4,COM,820227812-0,Lothario,Sanson,Suzanna,Pune,Shiva,MDR,C,Ours,Invalid,Deviated,IMPACT2,923 Hazelcrest Avenue
2,COM,738791380-3,Hillie,Winnie,Sandye,Pune,Suruchi,IM,V,Others,Valid,Adhered,,
3,COM,876969934-8,Sherri,Normand,Axe,Pune,Suruchi,WMS,V,Ours,Valid,Adhered,,
4,COM,229763843-4,Cathleen,Malcolm,Eugenia,New York,Shiva,RR,E,Ours,Invalid,Deviated,IMPACT5,1972 Scott Pass
2,COM,349446407-3,Hyacinthe,Durant,Malinda,London,Apoorv,PM,V,Ours,Valid,Adhered,,
5,COM,628641724-9,Letizia,Garrik,Ardelia,Pune,Priyanka,MDR,E,Ours,Invalid,Deviated,IMPACT3,923 Hazelcrest Avenue
3,COM,214685824-9,Brandtr,Brigitta,Ardelia,Sydney,Shiva,MDR,E,Ours,Invalid,Deviated,IMPACT4,37188 Karstens Pass
2,COM,370868552-0,Akim,Sanson,Suzanna,Pune,Nagaraju,PM,C,Ours,Valid,Adhered,,
5,CA,905106311-3,Tarrance,Normand,Axe,Pune,Divya,WMS,V,Ours,Invalid,Deviated,IMPACT1,3 American Trail
2,COM,162581002-4,Caprice,Garrik,Ardelia,Pune,Ruturaj,WMS,V,Ours,Valid,Adhered,,
3,CA,271645249-0,Britteny,Antonin,Martguerita,Pune,Priyanka,PM,C,Ours,Valid,Adhered,,
2,COM,436976553-6,Kent,Kamila,Stormie,Pune,Himabindu,IM,C,Ours,Invalid,Deviated,IMPACT2,36 Hazelcrest Plaza
3,COM,269245098-1,Emelita,Beryle,Lorenza,New York,Divya,DNR,V,Ours,Valid,Adhered,,
1,COM,449042128-1,Cesare,Ives,Philbert,Pune,Priyanka,PM,V,Ours,Valid,Adhered,,
4,CA,978040582-8,Thomasina,Jeramey,Filippo,New York,Priyanka,IM,V,Ours,Valid,Adhered,,
4,COM,780724541-7,Emmerich,Carmita,Philbert,Sydney,Priyanka,IM,V,Ours,Invalid,Deviated,IMPACT2,160 Lerdahl Lane
3,COM,294756054-X,Brittne,Tony,Stormie,Pune,Apoorv,MDR,V,Ours,Invalid,Deviated,IMPACT3,3 American Trail
2,COM,841515266-3,Gaylor,Janith,Alec,Pune,Apoorv,MDR,V,Ours,Invalid,Deviated,IMPACT5,1 Hintze Hill
1,COM,070405886-3,Pincas,Danny,Sonja,Pune,Suruchi,WMS,C,Others,Invalid,Deviated,IMPACT3,3 American Trail
3,COM,704862495-7,Leah,Brietta,Sonja,London,Suruchi,MDR,V,Ours,Valid,Adhered,,
3,CA,644022022-5,Shanan,Maddie,Ardelia,Pune,Nagaraju,RR,E,Ours,Valid,Adhered,,
3,COM,119078820-9,Donella,Danny,Sonja,Pune,Saugata,PM,E,Ours,Valid,Adhered,,
3,COM,777075303-1,Jude,Alvin,Rip,New York,Priyanka,PM,V,Ours,Invalid,Deviated,IMPACT2,6 Ryan Park
3,COM,537702007-3,Stafford,Jeramey,Filippo,New York,Ruturaj,MDR,E,Ours,Valid,Adhered,,
3,COM,052524925-7,Morissa,Raynard,Tatiana,Pune,Himabindu,DNR,C,Others,Valid,Adhered,,
4,COM,671276681-8,Orelie,Caryl,Filippo,New York,Sandeep,NC,V,Ours,Invalid,Deviated,IMPACT5,14 Gateway Center
4,COM,033387302-5,Silvester,Marja,Theodosia,Pune,Sandeep,PM,V,Ours,Valid,Adhered,,
3,COM,197453318-2,Idette,Zaneta,Philbert,Pune,Nagaraju,DNR,V,Ours,Valid,Adhered,,
1,COM,374807444-1,Dulce,Agathe,Sonja,Pune,Suruchi,DNR,C,Ours,Valid,Adhered,,
4,COM,469142906-9,Giacobo,Carmita,Philbert,Sydney,Shiva,MDR,E,Others,Invalid,Deviated,IMPACT2,1 Hintze Hill
3,CA,712417501-1,Tam,Harv,Stormie,Sydney,Saugata,IM,V,Others,Invalid,Deviated,IMPACT5,00 Mayfield Lane
2,COM,052661289-4,Golda,Janith,Alec,Pune,Suruchi,WMS,C,Ours,Invalid,Deviated,IMPACT2,17414 Leroy Pass
1,COM,584578615-0,Penni,Carmita,Philbert,Sydney,Priyanka,MDR,C,Ours,Valid,Adhered,,
1,COM,005205641-4,Worden,Antonin,Martguerita,Pune,Sandeep,MDR,E,Ours,Valid,Adhered,,
1,COM,216113948-7,Hermon,Valma,Betsey,Sydney,Saugata,PM,V,Ours,Valid,Adhered,,
4,COM,250802818-5,Christian,Candra,Eugenia,London,Sandeep,MDR,E,Ours,Valid,Adhered,,
4,COM,566689794-2,Jocelyn,Jemmy,Tatiana,Sydney,Suruchi,NC,C,Ours,Invalid,Deviated,IMPACT4,923 Hazelcrest Avenue
4,CA,795356660-5,Charline,Normand,Axe,Pune,Divya,PM,V,Ours,Valid,Adhered,,
1,COM,062936709-4,Olwen,Osbourne,Alastair,Sydney,Shiva,MDR,C,Ours,Valid,Adhered,,
4,COM,537098971-0,Lyndel,Damiano,Alejandrina,Sydney,Priyanka,RR,C,Ours,Invalid,Deviated,IMPACT4,407 Basil Drive
4,COM,816570104-5,Wilmar,Brietta,Sonja,London,Himabindu,DNR,V,Others,Valid,Adhered,,
2,COM,348163359-9,Donaugh,Osbourne,Alastair,Sydney,Sandeep,WMS,V,Others,Valid,Adhered,,
3,COM,310628393-9,Marita,Brigitta,Ardelia,Sydney,Nagaraju,IM,V,Ours,Valid,Adhered,,
2,CA,831812933-4,Killy,Osbourne,Alastair,Sydney,Nagaraju,DNR,V,Ours,Valid,Adhered,,
2,COM,214812991-0,Laurence,Ole,Lorenza,New York,Saugata,PM,V,Ours,Valid,Adhered,,
1,COM,272014042-2,Merna,Ara,Carlina,New York,Saugata,MDR,E,Ours,Valid,Adhered,,
2,COM,690435717-7,Ethe,Harmonia,Alejandrina,Pune,Priyanka,WMS,C,Ours,Invalid,Deviated,IMPACT1,3 American Trail
4,CA,758117186-8,Adina,Gardiner,Stormie,Pune,Divya,IM,V,Ours,Invalid,Deviated,IMPACT5,1972 Scott Pass
